is_switch,is_open,is_fuse,kva,kvar,kvs,length (km),ampacity,peak_voltage,phases,rated_kv,max_kw,max_kvar,is_ct,type,name,marker-color,marker-size
,,,,,,,,0.999085659212343,,,,,,Node,p30udm20336,"000000",small
,,,,,,,,0.997157112090257,,,,,,Node,p30udm20338,"000000",small
,,,,,,,,0.998369175733578,,,,,,Node,p30udm20339,"000000",small
,,,,,,,,0.993318455588379,,,,,,Node,p30udm20353,"000000",small
,,,,,,,,0.989807660745305,,,,,,Node,p30udm20356,"000000",small
,,,,,,,,0.988225023178731,,,,,,Node,p30udm20357,"000000",small
,,,,,,,,0.986888870325018,,,,,,Node,p30udm20358,"000000",small
,,,,,,,,0.994366101897041,,,,,,Node,p30udm20359,"000000",small
,,,,,,,,0.990159443903395,,,,,,Node,p30udm20371,"000000",small
,,,,,,,,0.986766130916569,,,,,,Node,p30udm20372,"000000",small
,,,,,,,,0.991081420969334,,,,,,Node,p30udm20373,"000000",small
,,,,,,,,0.999843516831363,,,,,,Node,p30udm20376,"000000",small
,,,,,,,,1.00076754260752,,,,,,Node,p30udm20380,"000000",small
,,,,,,,,0.999631523333191,,,,,,Node,p30udm20382,"000000",small
,,,,,,,,0.99168943409186,,,,,,Node,p30udm20386,"000000",small
,,,,,,,,0.995091181444241,,,,,,Node,p30udm20388,"000000",small
,,,,,,,,0.997678179769548,,,,,,Node,p30udm20389,"000000",small
,,,,,,,,0.999146343890377,,,,,,Node,p30udm20391,"000000",small
,,,,,,,,0.998444650465121,,,,,,Node,p30udm20393,"000000",small
,,,,,,,,0.992009491575177,,,,,,Node,p30udm20399,"000000",small
,,,,,,,,0.992966949759612,,,,,,Node,p30udm20400,"000000",small
,,,,,,,,0.988787744931442,,,,,,Node,p30udm20402,"000000",small
,,,,,,,,0.992562219568366,,,,,,Node,p30udm20403,"000000",small
,,,,,,,,0.995890881406975,,,,,,Node,p30udm20406,"000000",small
,,,,,,,,0.995563803216426,,,,,,Node,p30udm20414,"000000",small
,,,,,,,,0.997496321921998,,,,,,Node,p30udm20415,"000000",small
,,,,,,,,0.997595831834314,,,,,,Node,p30udm20416,"000000",small
,,,,,,,,0.990801352359382,,,,,,Node,p30udm20420,"000000",small
,,,,,,,,0.991266784452394,,,,,,Node,p30udm20421,"000000",small
,,,,,,,,0.985420691026536,,,,,,Node,p30udm20422,"000000",small
,,,,,,,,0.993056851645607,,,,,,Node,p30udm20423,"000000",small
,,,,,,,,0.995439230820409,,,,,,Node,p30udm20425,"000000",small
,,,,,,,,0.995007651873563,,,,,,Node,p30udm20426,"000000",small
,,,,,,,,0.995202117490729,,,,,,Node,p30udm20430,"000000",small
,,,,,,,,0.997910274187317,,,,,,Node,p30udm20432,"000000",small
,,,,,,,,0.986899563430117,,,,,,Node,p30udm20434,"000000",small
,,,,,,,,0.98581179694105,,,,,,Node,p30udm20435,"000000",small
,,,,,,,,0.990193337092093,,,,,,Node,p30udm20436,"000000",small
,,,,,,,,0.993388408528985,,,,,,Node,p30udm20442,"000000",small
,,,,,,,,0.989685964463815,,,,,,Node,p30udm20444,"000000",small
,,,,,,,,0.991059539288291,,,,,,Node,p30udm20446,"000000",small
,,,,,,,,0.993027542934484,,,,,,Node,p30udm20449,"000000",small
,,,,,,,,0.993605081114401,,,,,,Node,p30udm20450,"000000",small
,,,,,,,,0.992465647024942,,,,,,Node,p30udm20452,"000000",small
,,,,,,,,0.992610869360873,,,,,,Node,p30udm20459,"000000",small
,,,,,,,,0.988369989874904,,,,,,Node,p30udm20464,"000000",small
,,,,,,,,0.987090544818851,,,,,,Node,p30udm20469,"000000",small
,,,,,,,,0.980076667740634,,,,,,Node,p30udm20473,"000000",small
,,,,,,,,0.987013014175048,,,,,,Node,p30udm20474,"000000",small
,,,,,,,,0.991094838370533,,,,,,Node,p30udm20476,"000000",small
,,,,,,,,0.993698134663024,,,,,,Node,p30udm20482,"000000",small
,,,,,,,,0.989449525125993,,,,,,Node,p30udm20494,"000000",small
,,,,,,,,0.988572942964308,,,,,,Node,p30udm20495,"000000",small
,,,,,,,,0.992251991965793,,,,,,Node,p30udm20498,"000000",small
,,,,,,,,0.992831527441782,,,,,,Node,p30udm20635,"000000",small
,,,,,,,,0.995091472400878,,,,,,Node,p30udm20639,"000000",small
,,,,,,,,0.995891620979669,,,,,,Node,p30udm20644,"000000",small
,,,,,,,,0.995890975611847,,,,,,Node,p30udm20645,"000000",small
,,,,,,,,0.995176212205288,,,,,,Node,p30udm20648,"000000",small
,,,,,,,,0.9992563955615,,,,,,Node,p30udm20649,"000000",small
,,,,,,,,1.00116261341552,,,,,,Node,p30udm20650,"000000",small
,,,,,,,,1.0022293605529,,,,,,Node,p30udm20655,"000000",small
,,,,,,,,0.996605003335932,,,,,,Node,p30udm20656,"000000",small
,,,,,,,,1.00128567368512,,,,,,Node,p30udm20657,"000000",small
,,,,,,,,1.00207308254305,,,,,,Node,p30udm20662,"000000",small
,,,,,,,,1.00446613943986,,,,,,Node,p30udm20663,"000000",small
,,,,,,,,1.00365458856806,,,,,,Node,p30udm20665,"000000",small
,,,,,,,,1.00315090226922,,,,,,Node,p30udm20667,"000000",small
,,,,,,,,1.00315488561468,,,,,,Node,p30udm20669,"000000",small
,,,,,,,,1.00332583460762,,,,,,Node,p30udm20670,"000000",small
,,,,,,,,1.00263785334194,,,,,,Node,p30udm20671,"000000",small
,,,,,,,,1.0033112002468,,,,,,Node,p30udm20673,"000000",small
,,,,,,,,1.00282517383931,,,,,,Node,p30udm20675,"000000",small
,,,,,,,,1.00589249336758,,,,,,Node,p30udm20677,"000000",small
,,,,,,,,1.00415333460748,,,,,,Node,p30udm20678,"000000",small
,,,,,,,,1.00516945905503,,,,,,Node,p30udm20680,"000000",small
,,,,,,,,0.993114193259039,,,,,,Node,p30udm20681,"000000",small
,,,,,,,,0.989912411887314,,,,,,Node,p30udm20683,"000000",small
,,,,,,,,0.990828870445932,,,,,,Node,p30udm20686,"000000",small
,,,,,,,,0.999921284304599,,,,,,Node,p30udm26903,"000000",small
,,,,,,,,0.99987549542006,,,,,,Node,p30udm26905,"000000",small
,,,,,,,,0.992095583810013,,,,,,Node,p30udm26908,"000000",small
,,,,,,,,0.988986655985401,,,,,,Node,p30udm26909,"000000",small
,,,,,,,,0.991455356037329,,,,,,Node,p30udm26910,"000000",small
,,,,,,,,0.989165457381567,,,,,,Node,p30udm26911,"000000",small
,,,,,,,,0.99199672522191,,,,,,Node,p30udm26928,"000000",small
,,,,,,,,0.989777037855762,,,,,,Node,p30udm26929,"000000",small
,,,,,,,,0.984149982984318,,,,,,Node,p30udm26931,"000000",small
,,,,,,,,0.985566865386814,,,,,,Node,p30udm26932,"000000",small
,,,,,,,,0.985720831692911,,,,,,Node,p30udm26934,"000000",small
,,,,,,,,0.992956458278468,,,,,,Node,p30udm26941,"000000",small
,,,,,,,,0.990084628082169,,,,,,Node,p30udm26942,"000000",small
,,,,,,,,0.992172282879266,,,,,,Node,p30udm26943,"000000",small
,,,,,,,,0.992276728113096,,,,,,Node,p30udm26944,"000000",small
,,,,,,,,0.998658275203933,,,,,,Node,p30udm26948,"000000",small
,,,,,,,,1.00105216099134,,,,,,Node,p30udm26949,"000000",small
,,,,,,,,0.999638292433472,,,,,,Node,p30udm26950,"000000",small
,,,,,,,,0.989963600339129,,,,,,Node,p30udm26951,"000000",small
,,,,,,,,0.988278664823913,,,,,,Node,p30udm26952,"000000",small
,,,,,,,,1.00257042292074,,,,,,Node,p30udm26953,"000000",small
,,,,,,,,1.00085259210037,,,,,,Node,p30udm26954,"000000",small
,,,,,,,,0.999108747433665,,,,,,Node,p30udm26957,"000000",small
,,,,,,,,1.00396675561471,,,,,,Node,p30udm26958,"000000",small
,,,,,,,,0.998425814560104,,,,,,Node,p30udm26959,"000000",small
,,,,,,,,0.997460277274976,,,,,,Node,p30udm26960,"000000",small
,,,,,,,,0.997635151585397,,,,,,Node,p30udm26961,"000000",small
,,,,,,,,0.999036317069767,,,,,,Node,p30udm26964,"000000",small
,,,,,,,,0.992531710232256,,,,,,Node,p30udm26965,"000000",small
,,,,,,,,1.00567408573127,,,,,,Node,p30udm26967,"000000",small
,,,,,,,,1.00191459105053,,,,,,Node,p30udm26971,"000000",small
,,,,,,,,0.996350753221735,,,,,,Node,p30udm26972,"000000",small
,,,,,,,,1.00188394005552,,,,,,Node,p30udm27025,"000000",small
,,,,,,,,1.00216099225222,,,,,,Node,p30udm27026,"000000",small
,,,,,,,,1.00192309829655,,,,,,Node,p30udm27029,"000000",small
,,,,,,,,1.00308408048619,,,,,,Node,p30udm27030,"000000",small
,,,,,,,,1.00346074164912,,,,,,Node,p30udm27031,"000000",small
,,,,,,,,1.00386934438148,,,,,,Node,p30udm27033,"000000",small
,,,,,,,,1.00319689690205,,,,,,Node,p30udm27054,"000000",small
,,,,,,,,1.00329944466279,,,,,,Node,p30udm27055,"000000",small
,,,,,,,,1.00291533621406,,,,,,Node,p30udm27057,"000000",small
,,,,,,,,1.00163660637567,,,,,,Node,p30udm27058,"000000",small
,,,,,,,,1.00053841732801,,,,,,Node,p30udm27060,"000000",small
,,,,,,,,1.00099138744438,,,,,,Node,p30udm27061,"000000",small
,,,,,,,,1.00149618310872,,,,,,Node,p30udm27063,"000000",small
,,,,,,,,1.00088556241654,,,,,,Node,p30udm27065,"000000",small
,,,,,,,,1.00431423719299,,,,,,Node,p30udm27066,"000000",small
,,,,,,,,0.998788563342049,,,,,,Node,p30udm27067,"000000",small
,,,,,,,,0.998334574695166,,,,,,Node,p30udm27068,"000000",small
,,,,,,,,1.00277615464387,,,,,,Node,p30udm27072,"000000",small
,,,,,,,,0.991241566814086,,,,,,Node,p30udm45240,"000000",small
,,,,,,,,0.993972623362632,,,,,,Node,p30udm45246,"000000",small
,,,,,,,,0.98669299492018,,,,,,Node,p30udm45247,"000000",small
,,,,,,,,0.99717237737703,,,,,,Node,p30udm45252,"000000",small
,,,,,,,,0.997896444504448,,,,,,Node,p30udm45253,"000000",small
,,,,,,,,0.992268188636685,,,,,,Node,p30udm45256,"000000",small
,,,,,,,,0.99483434939945,,,,,,Node,p30udm45260,"000000",small
,,,,,,,,0.994931517658953,,,,,,Node,p30udm45264,"000000",small
,,,,,,,,0.998383640748502,,,,,,Node,p30udm45267,"000000",small
,,,,,,,,0.998597088358164,,,,,,Node,p30udm45268,"000000",small
,,,,,,,,0.997929907253946,,,,,,Node,p30udm45269,"000000",small
,,,,,,,,0.993441834979291,,,,,,Node,p30udm45273,"000000",small
,,,,,,,,0.995469700196273,,,,,,Node,p30udm45274,"000000",small
,,,,,,,,0.994608663401118,,,,,,Node,p30udm45277,"000000",small
,,,,,,,,0.989604649999046,,,,,,Node,p30udm45781,"000000",small
,,,,,,,,0.988091762546332,,,,,,Node,p30udm45782,"000000",small
,,,,,,,,0.986590126618904,,,,,,Node,p30udm45783,"000000",small
,,,,,,,,0.993007295123263,,,,,,Node,p30udm49109,"000000",small
,,,,,,,,0.993617238967642,,,,,,Node,p30udm49118,"000000",small
,,,,,,,,1.00226411290626,,,,,,Node,p30udm49125,"000000",small
,,,,,,,,1.00417798430516,,,,,,Node,p30udm49135,"000000",small
,,,,,,,,1.00443927873375,,,,,,Node,p30udm49136,"000000",small
,,,,,,,,1.00522844213198,,,,,,Node,p30udm49144,"000000",small
,,,,,,,,1.00736856762176,,,,,,Node,p30udm49148,"000000",small
,,,,,,,,1.00881660099876,,,,,,Node,p30udm49149,"000000",small
,,,,,,,,0.998533228749244,,,,,,Node,p30udm51235,"000000",small
,,,,,,,,0.988167259545194,,,,,,Node,p30udm51238,"000000",small
,,,,,,,,0.989465643757603,,,,,,Node,p30udm51239,"000000",small
,,,,,,,,1.0019309088835,,,,,,Node,p30udt1552,"000000",small
,,,,,,,,0.994178668152973,,,,,,Node,p30udt1552lv,"000000",small
,,,,,,,,1.00194127874489,,,,,,Node,p30udt1553,"000000",small
,,,,,,,,0.993754429333574,,,,,,Node,p30udt1553lv,"000000",small
,,,,,,,,1.00143790467674,,,,,,Node,p30udt1554,"000000",small
,,,,,,,,1.00106392737188,,,,,,Node,p30udt1554lv,"000000",small
,,,,,,,,1.00150144920777,,,,,,Node,p30udt1555,"000000",small
,,,,,,,,0.997239816307388,,,,,,Node,p30udt1555lv,"000000",small
,,,,,,,,1.00508716800166,,,,,,Node,p30udt1556,"000000",small
,,,,,,,,1.00015109193406,,,,,,Node,p30udt1556lv,"000000",small
,,,,,,,,1.00127652016856,,,,,,Node,p30udt1559,"000000",small
,,,,,,,,0.989208662997419,,,,,,Node,p30udt1559lv,"000000",small
,,,,,,,,1.00130685959061,,,,,,Node,p30udt1562,"000000",small
,,,,,,,,0.994016666315476,,,,,,Node,p30udt1562lv,"000000",small
,,,,,,,,0.996769518997102,,,,,,Node,p30udt1563,"000000",small
,,,,,,,,0.991449291351524,,,,,,Node,p30udt1563lv,"000000",small
,,,,,,,,1.00150150764401,,,,,,Node,p30udt1564,"000000",small
,,,,,,,,0.997406746975348,,,,,,Node,p30udt1564lv,"000000",small
,,,,,,,,0.996604659906865,,,,,,Node,p30udt1578,"000000",small
,,,,,,,,0.993267548801584,,,,,,Node,p30udt1578lv,"000000",small
,,,,,,,,0.99646999426905,,,,,,Node,p30udt1579,"000000",small
,,,,,,,,0.993022038530262,,,,,,Node,p30udt1579lv,"000000",small
,,,,,,,,0.996455381583612,,,,,,Node,p30udt1580,"000000",small
,,,,,,,,0.9916802729414,,,,,,Node,p30udt1580lv,"000000",small
,,,,,,,,0.996441262801917,,,,,,Node,p30udt1581,"000000",small
,,,,,,,,0.989329033337143,,,,,,Node,p30udt1581lv,"000000",small
,,,,,,,,0.997875507145648,,,,,,Node,p30udt3440,"000000",small
,,,,,,,,0.992910437095706,,,,,,Node,p30udt3440lv,"000000",small
,,,,,,,,0.997784513780807,,,,,,Node,p30udt3614,"000000",small
,,,,,,,,0.992966897927526,,,,,,Node,p30udt3614lv,"000000",small
,,,,,,,,0.997814535943352,,,,,,Node,p30udt3615,"000000",small
,,,,,,,,0.994400857051728,,,,,,Node,p30udt3615lv,"000000",small
,,,,,,,,1.00179943056082,,,,,,Node,p30udt4321,"000000",small
,,,,,,,,0.995893851925639,,,,,,Node,p30udt4321lv,"000000",small
,,,,,,,,1.00190048463144,,,,,,Node,p30udt4322,"000000",small
,,,,,,,,0.997340423831627,,,,,,Node,p30udt4322lv,"000000",small
,,,,,,,,1.00175840011324,,,,,,Node,p30udt4323,"000000",small
,,,,,,,,1.00138210912618,,,,,,Node,p30udt4323lv,"000000",small
,,,,,,,,1.00160980689924,,,,,,Node,p30udt4324,"000000",small
,,,,,,,,0.993345422727479,,,,,,Node,p30udt4324lv,"000000",small
,,,,,,,,0.998363820435268,,,,,,Node,p30udt4327,"000000",small
,,,,,,,,0.994036326508017,,,,,,Node,p30udt4327lv,"000000",small
,,,,,,,,0.998367788538822,,,,,,Node,p30udt4328,"000000",small
,,,,,,,,0.994543287275338,,,,,,Node,p30udt4328lv,"000000",small
,,,,,,,,0.99820860835678,,,,,,Node,p30udt4333,"000000",small
,,,,,,,,0.994035433837694,,,,,,Node,p30udt4333lv,"000000",small
,,,,,,,,1.00165505035058,,,,,,Node,p30udt4334,"000000",small
,,,,,,,,1.0016491331035,,,,,,Node,p30udt4334lv,"000000",small
,,,,,,,,1.00185202607502,,,,,,Node,p30udt4335,"000000",small
,,,,,,,,1.00212486013696,,,,,,Node,p30udt4335lv,"000000",small
,,,,,,,,1.00194317680857,,,,,,Node,p30udt4336,"000000",small
,,,,,,,,0.994596224082088,,,,,,Node,p30udt4336lv,"000000",small
,,,,,,,,1.00158272631514,,,,,,Node,p30udt4337,"000000",small
,,,,,,,,0.998475901396498,,,,,,Node,p30udt4337lv,"000000",small
,,,,,,,,1.00220405912499,,,,,,Node,p30udt4338,"000000",small
,,,,,,,,0.999586946714109,,,,,,Node,p30udt4338lv,"000000",small
,,,,,,,,1.0022039784842,,,,,,Node,p30udt4339,"000000",small
,,,,,,,,0.990927644726247,,,,,,Node,p30udt4339lv,"000000",small
,,,,,,,,1.00202647045882,,,,,,Node,p30udt4340,"000000",small
,,,,,,,,0.997352121901563,,,,,,Node,p30udt4340lv,"000000",small
,,,,,,,,1.00220912044351,,,,,,Node,p30udt4341,"000000",small
,,,,,,,,0.99616251009603,,,,,,Node,p30udt4341lv,"000000",small
,,,,,,,,1.00233149802135,,,,,,Node,p30udt4342,"000000",small
,,,,,,,,0.998013910269796,,,,,,Node,p30udt4342lv,"000000",small
,,,,,,,,1.00240569457149,,,,,,Node,p30udt4343,"000000",small
,,,,,,,,0.998238304755043,,,,,,Node,p30udt4343lv,"000000",small
,,,,,,,,1.00242536934969,,,,,,Node,p30udt4344,"000000",small
,,,,,,,,0.991606356448912,,,,,,Node,p30udt4344lv,"000000",small
,,,,,,,,1.0021976980661,,,,,,Node,p30udt4345,"000000",small
,,,,,,,,0.996262354991907,,,,,,Node,p30udt4345lv,"000000",small
,,,,,,,,1.00233135203113,,,,,,Node,p30udt4346,"000000",small
,,,,,,,,0.999038517938904,,,,,,Node,p30udt4346lv,"000000",small
,,,,,,,,1.00239525305105,,,,,,Node,p30udt4347,"000000",small
,,,,,,,,0.998504028271986,,,,,,Node,p30udt4347lv,"000000",small
,,,,,,,,0.997906122038781,,,,,,Node,p30udt4348,"000000",small
,,,,,,,,0.991138400781276,,,,,,Node,p30udt4348lv,"000000",small
,,,,,,,,0.998621001207526,,,,,,Node,p30udt4349,"000000",small
,,,,,,,,0.996483814616504,,,,,,Node,p30udt4349lv,"000000",small
,,,,,,,,0.997846645062109,,,,,,Node,p30udt4350,"000000",small
,,,,,,,,0.994848079177865,,,,,,Node,p30udt4350lv,"000000",small
,,,,,,,,0.997788273027958,,,,,,Node,p30udt4351,"000000",small
,,,,,,,,0.991622078970468,,,,,,Node,p30udt4351lv,"000000",small
,,,,,,,,0.997815531633886,,,,,,Node,p30udt4352,"000000",small
,,,,,,,,0.993847730640613,,,,,,Node,p30udt4352lv,"000000",small
,,,,,,,,0.998239069346571,,,,,,Node,p30udt4353,"000000",small
,,,,,,,,0.993683613627538,,,,,,Node,p30udt4353lv,"000000",small
,,,,,,,,0.99834640124108,,,,,,Node,p30udt4354,"000000",small
,,,,,,,,0.993758795395593,,,,,,Node,p30udt4354lv,"000000",small
,,,,,,,,0.998590591834587,,,,,,Node,p30udt4355,"000000",small
,,,,,,,,0.992471270652945,,,,,,Node,p30udt4355lv,"000000",small
,,,,,,,,0.999195177506949,,,,,,Node,p30udt4356,"000000",small
,,,,,,,,0.994797364023254,,,,,,Node,p30udt4356lv,"000000",small
,,,,,,,,0.999082758783542,,,,,,Node,p30udt4358,"000000",small
,,,,,,,,0.993492190926699,,,,,,Node,p30udt4358lv,"000000",small
,,,,,,,,1.00042875145536,,,,,,Node,p30udt4375,"000000",small
,,,,,,,,0.995835029240105,,,,,,Node,p30udt4375lv,"000000",small
,,,,,,,,1.00135664983459,,,,,,Node,p30udt4376,"000000",small
,,,,,,,,0.99676791569058,,,,,,Node,p30udt4376lv,"000000",small
,,,,,,,,1.00998443724881,,,,,,Node,p30udt4377,"000000",small
,,,,,,,,1.00379597099725,,,,,,Node,p30udt4377lv,"000000",small
,,,,,,,,1.01034081270335,,,,,,Node,p30udt4378,"000000",small
,,,,,,,,1.00551576353745,,,,,,Node,p30udt4378lv,"000000",small
,,,,,,,,1.01005573457281,,,,,,Node,p30udt4379,"000000",small
,,,,,,,,1.00478566566654,,,,,,Node,p30udt4379lv,"000000",small
,,,,,,,,1.010118442182,,,,,,Node,p30udt4380,"000000",small
,,,,,,,,1.00637713303929,,,,,,Node,p30udt4380lv,"000000",small
,,,,,,,,0.998476692931201,,,,,,Node,p30udt4381,"000000",small
,,,,,,,,0.993582134997659,,,,,,Node,p30udt4381lv,"000000",small
,,,,,,,,0.998414015513244,,,,,,Node,p30udt4382,"000000",small
,,,,,,,,0.992503756910273,,,,,,Node,p30udt4382lv,"000000",small
,,,,,,,,1.00253893097628,,,,,,Node,p30udt5357,"000000",small
,,,,,,,,1.00063226982804,,,,,,Node,p30udt5357lv,"000000",small
,,,,,,,,1.002674788589,,,,,,Node,p30udt5358,"000000",small
,,,,,,,,1.00247336599846,,,,,,Node,p30udt5358lv,"000000",small
,,,,,,,,1.00226689893981,,,,,,Node,p30udt5359,"000000",small
,,,,,,,,0.992870707724092,,,,,,Node,p30udt5359lv,"000000",small
,,,,,,,,1.005347347545,,,,,,Node,p30udt5360,"000000",small
,,,,,,,,1.00238860162541,,,,,,Node,p30udt5360lv,"000000",small
,,,,,,,,1.0018246732149,,,,,,Node,p30udt5366,"000000",small
,,,,,,,,0.997972070603088,,,,,,Node,p30udt5366lv,"000000",small
,,,,,,,,1.00174706319114,,,,,,Node,p30udt5370,"000000",small
,,,,,,,,0.992395777653485,,,,,,Node,p30udt5370lv,"000000",small
,,,,,,,,1.00506134607953,,,,,,Node,p30udt5371,"000000",small
,,,,,,,,1.00036171651321,,,,,,Node,p30udt5371lv,"000000",small
,,,,,,,,1.00182355529485,,,,,,Node,p30udt5372,"000000",small
,,,,,,,,0.987663726669824,,,,,,Node,p30udt5372lv,"000000",small
,,,,,,,,1.00211057454861,,,,,,Node,p30udt5375,"000000",small
,,,,,,,,0.990417543550376,,,,,,Node,p30udt5375lv,"000000",small
,,,,,,,,1.00188619986871,,,,,,Node,p30udt5378,"000000",small
,,,,,,,,0.993595929777108,,,,,,Node,p30udt5378lv,"000000",small
,,,,,,,,1.00268354427456,,,,,,Node,p30udt5379,"000000",small
,,,,,,,,0.993632946446479,,,,,,Node,p30udt5379lv,"000000",small
,,,,,,,,1.00357523534252,,,,,,Node,p30udt5381,"000000",small
,,,,,,,,1.00278675999638,,,,,,Node,p30udt5381lv,"000000",small
,,,,,,,,1.01011192531584,,,,,,Node,p30udt5382,"000000",small
,,,,,,,,1.00545853806142,,,,,,Node,p30udt5382lv,"000000",small
,,,,,,,,1.01011163278476,,,,,,Node,p30udt5383,"000000",small
,,,,,,,,1.00429647028404,,,,,,Node,p30udt5383lv,"000000",small
,,,,,,,,1.00528935172627,,,,,,Node,p30udt5384,"000000",small
,,,,,,,,1.00500552521078,,,,,,Node,p30udt5384lv,"000000",small
,,,,,,,,1.00624466036863,,,,,,Node,p30udt5385,"000000",small
,,,,,,,,0.998947758816173,,,,,,Node,p30udt5385lv,"000000",small
,,,,,,,,1.01015921476625,,,,,,Node,p30udt5386,"000000",small
,,,,,,,,1.00661167298385,,,,,,Node,p30udt5386lv,"000000",small
,,,,,,,,1.0067931359036,,,,,,Node,p30udt5387,"000000",small
,,,,,,,,0.999987232285276,,,,,,Node,p30udt5387lv,"000000",small
,,,,,,,,1.0068878240479,,,,,,Node,p30udt5388,"000000",small
,,,,,,,,1.00665353450676,,,,,,Node,p30udt5388lv,"000000",small
,,,,,,,,1.00699057796333,,,,,,Node,p30udt5389,"000000",small
,,,,,,,,1.00368217340236,,,,,,Node,p30udt5389lv,"000000",small
,,,,,,,,1.00702531448181,,,,,,Node,p30udt5390,"000000",small
,,,,,,,,0.996778365102178,,,,,,Node,p30udt5390lv,"000000",small
,,,,,,,,1.01069580842055,,,,,,Node,p30udt5416,"000000",small
,,,,,,,,1.00722821637174,,,,,,Node,p30udt5416lv,"000000",small
,,,,,,,,1.00722204317827,,,,,,Node,p30udt5417,"000000",small
,,,,,,,,1.00514465689232,,,,,,Node,p30udt5417lv,"000000",small
,,,,,,,,1.00722459395047,,,,,,Node,p30udt5418,"000000",small
,,,,,,,,1.00486870792377,,,,,,Node,p30udt5418lv,"000000",small
,,,,,,,,1.00723725743154,,,,,,Node,p30udt5419,"000000",small
,,,,,,,,1.00292213113173,,,,,,Node,p30udt5419lv,"000000",small
,,,,,,,,1.00758763641831,,,,,,Node,p30udt5420,"000000",small
,,,,,,,,1.00347035793151,,,,,,Node,p30udt5420lv,"000000",small
,,,,,,,,1.00813118788476,,,,,,Node,p30udt5421,"000000",small
,,,,,,,,1.00448603686994,,,,,,Node,p30udt5421lv,"000000",small
,,,,,,,,1.0063150577755,,,,,,Node,p30udt5425,"000000",small
,,,,,,,,1.00339230618989,,,,,,Node,p30udt5425lv,"000000",small
,,,,,,,,1.00669966801272,,,,,,Node,p30udt5426,"000000",small
,,,,,,,,0.998316803280885,,,,,,Node,p30udt5426lv,"000000",small
,,,,,,,,1.00972863359666,,,,,,Node,p30udt5427,"000000",small
,,,,,,,,0.999238399424264,,,,,,Node,p30udt5427lv,"000000",small
,,,,,,,,1.0097399880867,,,,,,Node,p30udt5428,"000000",small
,,,,,,,,1.00450496991406,,,,,,Node,p30udt5428lv,"000000",small
,,,,,,,,1.00973166723003,,,,,,Node,p30udt5429,"000000",small
,,,,,,,,1.00223123522067,,,,,,Node,p30udt5429lv,"000000",small
,,,,,,,,1.00935559559058,,,,,,Node,p30udt5430,"000000",small
,,,,,,,,1.00672933517442,,,,,,Node,p30udt5430lv,"000000",small
,,,,,,,,1.00945090278318,,,,,,Node,p30udt5431,"000000",small
,,,,,,,,1.00031749467162,,,,,,Node,p30udt5431lv,"000000",small
,,,,,,,,1.00948036715118,,,,,,Node,p30udt5432,"000000",small
,,,,,,,,1.00725517066399,,,,,,Node,p30udt5432lv,"000000",small
,,,,,,,,1.00964456550396,,,,,,Node,p30udt5433,"000000",small
,,,,,,,,1.0039784347702,,,,,,Node,p30udt5433lv,"000000",small
,,,,,,,,1.00975116724624,,,,,,Node,p30udt5434,"000000",small
